Starting Auxiliary Task Rewiring Experiment on cuda:0
0001 | 21:17:36 |  37.9s | 1.0e-04 | 1.6870 | 0.5321 | 0.0259 | 0.0929 | 0.1739 | 0.8956 | 0.0980 | 0.1671
0002 | 21:18:32 |  26.4s | 1.0e-04 | 1.0676 | 0.7751 | 0.4008 | 0.2556 | 0.1122 | 0.7415 | 0.5601 | 0.3137
0003 | 21:19:15 |  27.2s | 1.0e-04 | 0.8796 | 0.7969 | 0.5563 | 0.3642 | 0.1002 | 0.7711 | 0.6051 | 0.3589
0004 | 21:19:59 |  28.1s | 1.0e-04 | 0.7721 | 0.8066 | 0.5966 | 0.3953 | 0.0999 | 0.7653 | 0.6498 | 0.3976
0005 | 21:20:46 |  26.0s | 1.0e-04 | 2.2422 | 0.8103 | 0.6157 | 0.4149 | 0.0943 | 0.8085 | 0.6262 | 0.4095
0006 | 21:21:29 |  27.1s | 1.0e-04 | 0.6747 | 0.8254 | 0.6328 | 0.4419 | 0.0919 | 0.7945 | 0.6493 | 0.4026
0007 | 21:22:12 |  27.1s | 1.0e-04 | 0.6567 | 0.8264 | 0.6457 | 0.4432 | 0.0914 | 0.8156 | 0.6337 | 0.4211
0008 | 21:22:55 |  37.8s | 1.0e-04 | 0.7683 | 0.8261 | 0.6589 | 0.4536 | 0.0869 | 0.8311 | 0.6459 | 0.4368
0009 | 21:23:50 |  26.6s | 1.0e-04 | 0.6603 | 0.8382 | 0.6785 | 0.4848 | 0.0877 | 0.7995 | 0.7114 | 0.4593
0010 | 21:24:34 |  26.0s | 1.0e-04 | 0.5148 | 0.8415 | 0.6855 | 0.4920 | 0.0836 | 0.8477 | 0.6433 | 0.4523
0011 | 21:25:17 |  25.9s | 1.0e-04 | 0.4921 | 0.8440 | 0.6984 | 0.5155 | 0.0843 | 0.7949 | 0.7310 | 0.4788
0012 | 21:26:00 |  26.1s | 1.0e-04 | 0.8734 | 0.8481 | 0.7059 | 0.5290 | 0.0781 | 0.8613 | 0.6613 | 0.4928
0013 | 21:26:44 |  26.0s | 1.0e-04 | 0.4475 | 0.8544 | 0.7209 | 0.5627 | 0.0789 | 0.8109 | 0.7473 | 0.5165
0014 | 21:27:28 |  25.3s | 1.0e-04 | 0.4200 | 0.8539 | 0.7272 | 0.5701 | 0.0749 | 0.8347 | 0.7111 | 0.5081
0015 | 21:28:12 |  26.7s | 1.0e-04 | 0.4453 | 0.8567 | 0.7323 | 0.5838 | 0.0742 | 0.8512 | 0.7197 | 0.5422
0016 | 21:28:55 |  39.1s | 1.0e-04 | 0.7624 | 0.8586 | 0.7433 | 0.6071 | 0.0738 | 0.8431 | 0.7430 | 0.5777
0017 | 21:29:52 |  26.8s | 1.0e-04 | 0.4660 | 0.8608 | 0.7499 | 0.6221 | 0.0700 | 0.8450 | 0.7426 | 0.5661
0018 | 21:30:36 |  26.7s | 1.0e-04 | 0.4276 | 0.8613 | 0.7590 | 0.6415 | 0.0703 | 0.8597 | 0.7273 | 0.5877
0019 | 21:31:21 |  26.6s | 1.0e-04 | 8.9074 | 0.8629 | 0.7638 | 0.6470 | 0.0674 | 0.8449 | 0.7584 | 0.5954
0020 | 21:32:04 |  26.0s | 1.0e-04 | 0.3876 | 0.8668 | 0.7684 | 0.6580 | 0.0686 | 0.8046 | 0.8016 | 0.6123
0021 | 21:32:49 |  26.5s | 1.0e-04 | 0.4196 | 0.8691 | 0.7746 | 0.6747 | 0.0677 | 0.8755 | 0.7298 | 0.6102
0022 | 21:33:33 |  26.0s | 1.0e-04 | 0.4233 | 0.8707 | 0.7802 | 0.6884 | 0.0649 | 0.8431 | 0.7742 | 0.6304
0023 | 21:34:16 |  25.7s | 1.0e-04 | 0.9772 | 0.8699 | 0.7809 | 0.6883 | 0.0676 | 0.8371 | 0.7922 | 0.6427
0024 | 21:34:57 |  38.4s | 1.0e-04 | 0.3962 | 0.8710 | 0.7849 | 0.7021 | 0.0646 | 0.8582 | 0.7795 | 0.6632
0025 | 21:35:52 |  26.1s | 1.0e-04 | 0.3981 | 0.8736 | 0.7886 | 0.7076 | 0.0641 | 0.8488 | 0.7709 | 0.6367
0026 | 21:36:36 |  27.2s | 1.0e-04 | 0.3903 | 0.8734 | 0.7907 | 0.7100 | 0.0626 | 0.8542 | 0.7685 | 0.6511
0027 | 21:37:20 |  27.5s | 1.0e-04 | 0.3959 | 0.8750 | 0.7946 | 0.7214 | 0.0614 | 0.8779 | 0.7474 | 0.6594
0028 | 21:38:05 |  25.9s | 1.0e-04 | 0.4118 | 0.8759 | 0.7957 | 0.7202 | 0.0627 | 0.8494 | 0.7834 | 0.6688
0029 | 21:38:49 |  25.5s | 1.0e-04 | 0.5208 | 0.8743 | 0.7963 | 0.7239 | 0.0612 | 0.8955 | 0.7414 | 0.6867
